jid,spg_number,spg_symbol,formula,formation_energy_peratom,func,optb88vdw_bandgap,atoms,slme,magmom_oszicar,spillage,elastic_tensor,effective_masses_300K,kpoint_length_unit,maxdiff_mesh,maxdiff_bz,encut,optb88vdw_total_energy,epsx,epsy,epsz,mepsx,mepsy,mepsz,modes,magmom_outcar,max_efg,avg_elec_mass,avg_hole_mass,icsd,dfpt_piezo_max_eij,dfpt_piezo_max_dij,dfpt_piezo_max_dielectric,dfpt_piezo_max_dielectric_electronic,dfpt_piezo_max_dielectric_ionic,max_ir_mode,min_ir_mode,n-Seebeck,p-Seebeck,n-powerfact,p-powerfact,ncond,pcond,nkappa,pkappa,ehull,Tc_supercon,dimensionality,efg,xml_data_link,typ,exfoliation_energy,spg,crys,density,poisson,raw_files,nat,bulk_modulus_kv,shear_modulus_gv,mbj_bandgap,hse_gap,reference,search
JVASP-30754,14,P2_1/c,TiZnGe2O6,-2.0375,OptB88vdW,2.074,"{'lattice_mat': [[5.114000852204393, 0.0, -1.5394933581259789], [0.0, 8.524215243573403, 0.0], [-0.1012851487545336, 0.0, 12.001818064444512]], 'coords': [[4.752995422435321, 5.5958603566461775, 1.9700854744788545], [2.816714577564679, 1.3337503566461746, 7.722499525521147], [0.25971457756467764, 2.928359643353827, 8.492244525521148], [2.195995422435323, 7.190469643353822, 2.739830474478854], [2.0411834482349467, 3.8488738275713303, 2.2205527514233947], [0.4145265517650533, 8.11098382757133, 9.011522248576604], [2.9715265517650544, 4.675346172428669, 8.241777248576604], [4.598183448234946, 0.4132361724286686, 1.4508077514233952], [3.6016120657301505, 1.3135577656283495, 4.452242748163882], [3.9680979342698492, 5.575667765628353, 5.240342251836116], [1.0446120657301494, 2.948552234371647, 5.221987748163882], [1.4110979342698495, 7.210662234371647, 6.010087251836116], [1.0960581752434941, 5.4137641512703505, 10.830003170367544], [3.6530581752434936, 7.372565848729649, 10.060258170367543], [3.916651824756506, 3.11045584872965, -0.36767317036754027], [1.359651824756506, 1.1516541512703526, 0.40207182963245985], [1.1674171460490914, 0.04022398554496686, 2.0258467629747607], [0.7758803420828524, 7.152647567983482, 4.369082837428522], [1.6798296579171461, 2.8905375679834835, 6.8629921625714765], [1.4269233715008445, 1.387444022868539, 8.97966024682405], [1.0287866284991574, 5.649554022868546, 2.2524147531759526], [3.5857866284991555, 7.136775977131453, 1.482669753175953], [3.983923371500844, 2.874665977131461, 8.209915246824051], [3.7244171460490922, 4.221886014455035, 1.2561017629747606], [3.845292853950908, 8.483996014455029, 8.436483237025245], [1.2882928539509084, 4.302333985544972, 9.206228237025243], [0.6427610533253643, 4.580500721212141, 4.7973170446797955], [4.885954347821965, 1.7298955945105547, 3.238760039686459], [4.369948946674636, 3.9437192787878614, 5.665012955320194], [3.199761053325363, 8.205829278787858, 4.027572044679796], [3.229971907942242, 1.5907036758290867, 0.6845263824782863], [4.339737990767757, 5.852813675829089, 9.00807061934177], [1.782737990767756, 6.933516324170911, 9.777815619341771], [0.6729719079422428, 2.6714063241709107, 1.4542713824782862], [3.332880342082856, 5.633682432016518, 3.59933783742852], [2.683755652178035, 5.992005594510551, 6.4538249603135345], [0.1267556521780348, 6.794324405489449, 7.223569960313535], [2.328954347821964, 2.5322144054894453, 4.008505039686459], [1.8129489466746378, 0.31839072121213824, 6.434757955320195], [4.236829657917143, 1.3715724320165186, 6.093247162571477]], 'elements': ['Ti', 'Ti', 'Ti', 'Ti', 'Zn', 'Zn', 'Zn', 'Zn', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.340695, 8.52422, 12.002247], 'angles': [90.0, 107.2371, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",8.58,0.0,na,na,"{'p': [32.34, 14.93, 44.19], 'n': [6.41, 3.3, 10.02]}",na,na,na,na,-4.47503,5.2683,5.2603,4.9401,4.0884,3.9923,3.7494,na,0.0,na,na,na,,na,na,na,na,na,na,na,-353.2966666666667,396.3433333333333,306.92333333333335,118.89666666666666,2489.4566666666665,757.6533333333333,19360233000000.0,7316888266666.667,0.0599,na,2D-bulk,[],<a href=https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-30754.xml target='_blank' >JVASP-30754</a>,bulk,na,14,monoclinic,4.513,na,"['OPT-LOPTICS,JVASP-30754.zip,https://ndownloader.figshare.com/files/24286325', 'OPT-Bandst,JVASP-30754.zip,https://ndownloader.figshare.com/files/23873849', 'TBMBJ,JVASP-30754.zip,https://ndownloader.figshare.com/files/23636603']",40,na,na,2.718,na,mvc-8162,-Ge-O-Ti-Zn
JVASP-109679,12,C2/m,TeI4,-0.05491,OptB88vdW,0.462,"{'lattice_mat': [[7.573107843383571, 0.0506627495906992, 2.209263994432202], [6.3275799274270526, 4.161281219016102, 2.209263994432202], [-0.8309256594001101, -0.2517726012679753, 6.394863408962029]], 'coords': [[0.0, 0.0, 0.0], [2.0070538532877387, 0.6081425832752451, 2.1017408854675184], [7.608658065181511, 2.305442861382557, 7.062647976967412], [11.06270614671226, 3.3520274167247543, 8.711639114532481], [5.461101934818482, 1.6547271386174403, 3.750732023032583]], 'elements': ['Te', 'I', 'I', 'I', 'I'], 'abc': [7.888941, 7.888938, 6.453531], 'angles': [81.1616, 81.1616, 31.5937], 'cartesian': True, 'props': ['', '', '', '', '']}",24.87,0.0,na,na,"{'p': 'na', 'n': 'na'}",35,na,na,500,0.0437,16.9123,24.8075,23.1266,12.7489,16.9574,16.1411,na,0.0,na,na,na,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,na,1D-bulk,[],<a href=https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-109679.xml target='_blank' >JVASP-109679</a>,bulk,na,12,monoclinic,5.078,na,[],5,na,na,0.726,na,mp-1217312,-I-Te
JVASP-81505,160,R3m,InCuS2,-0.4685,OptB88vdW,0.057,"{'lattice_mat': [[-1.938397484384057, 3.3574035187096256, 1.592344e-10], [-3.8767959671472556, 4.687027e-10, -4.350365e-10], [-1.938397483423953, 1.1191348401459273, 6.169731210105073]], 'coords': [[-1.9384019384000057, 1.1191311614980195, 6.091316453269778], [-5.815201938400001, 3.3573997511259117, 2.5320709900974876], [-5.815199999999988, 3.3573973945434856, 4.822488984243094], [-1.9384019384000435, 1.1191335202326056, 1.725489642389661]], 'elements': ['In', 'Cu', 'S', 'S'], 'abc': [3.876794, 3.8768, 6.563186], 'angles': [72.8218, 72.8218, 59.9999], 'cartesian': True, 'props': ['', '', '', '']}",20.41,0.0,na,na,"{'p': [0.0, 0.0, 0.0], 'n': [0.0, 0.0, 0.0]}",30,na,na,600,-1.41587,16.0811,16.0811,11.6838,10.0653,10.0844,8.6142,na,0.0,na,0.0,0.0,,na,na,na,na,na,na,na,-99.10000000000001,156.15333333333334,1100.49,1233.0033333333333,109329.59000000001,28704.996666666662,274547650000000.03,187918131999999.9,0.0739,na,3D-bulk,[],<a href=https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-81505.xml target='_blank' >JVASP-81505</a>,bulk,na,160,trigonal,5.014,na,"['OPT-LOPTICS,JVASP-81505.zip,https://ndownloader.figshare.com/files/25257554', 'OPT-Bandst,JVASP-81505.zip,https://ndownloader.figshare.com/files/24007778', 'TBMBJ,JVASP-81505.zip,https://ndownloader.figshare.com/files/23703854', 'DFT-SCF,JVASP-81505.zip,https://ndownloader.figshare.com/files/23541713']",4,na,na,0.625,na,mp-1097021,-Cu-In-S
JVASP-107844,225,Fm-3m,Rb2TiAuF6,-2.73005,OptB88vdW,0.0,"{'lattice_mat': [[5.633314212954832, -0.0, 3.252395477279218], [1.8777714043182772, 5.311139574046559, 3.252395477279218], [-0.0, -0.0, 6.504790954558434]], 'coords': [[5.63331, 3.983355, 9.7571925], [1.87777, 1.327785, 3.2523975], [0.0, 0.0, 0.0], [3.75554, 2.65557, 6.504795], [4.861938937401134, 1.090884321671811, 4.588454675035413], [1.5427421251977362, 1.090884321671811, 6.504792053955126], [2.6491410625988685, 4.220255678328191, 8.421135324964592], [2.6491410625988685, 4.220255678328191, 4.588454675035413], [4.861938937401134, 1.090884321671811, 8.421135324964592], [5.968337874802266, 4.220255678328191, 6.504797946044879]], 'elements': ['Rb', 'Rb', 'Ti', 'Au', 'F', 'F', 'F', 'F', 'F', 'F'], 'abc': [6.50479, 6.504793, 6.50479], 'angles': [60.0, 59.9999, 60.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '']}",5.84,0.352,na,na,"{'p': 'na', 'n': 'na'}",30,na,na,500,-2.92946,3.5633,3.5633,3.5633,3.0719,3.0713,3.0745,na,0.205,na,na,na,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.2798,na,intercalated ion,[],<a href=https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-107844.xml target='_blank' >JVASP-107844</a>,bulk,na,225,cubic,4.52,na,[],10,na,na,0.166,na,mp-1113455,-Au-F-Rb-Ti
JVASP-101527,65,Cmmm,TaRhO4,-2.10705,OptB88vdW,0.0,"{'lattice_mat': [[4.663237612651544, -0.0021334838849343, 3e-16], [-0.0525611552135189, 4.66294187276275, 3e-16], [-0.0, -0.0, 3.1350530523588933]], 'coords': [[0.0, 0.0, 0.0], [2.30534, 2.330405, 1.567525], [0.853776402644189, 3.7663534692134255, 1.567525], [3.7569035973558105, 0.8944565307865742, 1.567525], [1.3954491066411943, 1.4106212425768745, 0.0], [3.2152308933588047, 3.2501887574231243, 0.0]], 'elements': ['Ta', 'Rh', 'O', 'O', 'O', 'O'], 'abc': [4.66324, 4.663236, 3.13505], 'angles': [90.0, 90.0, 90.672], 'cartesian': True, 'props': ['', '', '', '', '', '']}",5.84,0.0,na,"[[355.7, 74.3, 194.3, -0.0, -0.0, -0.0], [74.3, 297.5, 194.4, 0.0, 0.0, -0.0], [194.3, 194.4, 348.0, 0.0, 0.0, 0.0], [-0.0, 0.0, 0.0, -261.3, -0.0, 0.0], [-0.0, 0.0, 0.0, -0.0, -98.8, 0.0], [-0.0, -0.0, 0.0, 0.0, 0.0, 43.1]]","{'p': 'na', 'n': 'na'}",35,na,na,500,-6.37786,8.9181,8.9448,10.9621,6.7118,6.7279,7.7165,na,0.0,na,na,na,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0382,na,3D-bulk,[],<a href=https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-101527.xml target='_blank' >JVASP-101527</a>,bulk,na,65,orthorhombic,8.473,na,[],6,na,na,0.151,na,mp-1173111,-O-Rh-Ta
JVASP-59073,148,R-3,ScI3O9,-1.05148,OptB88vdW,3.772,"{'lattice_mat': [[7.289680655704436, -0.0011401370884644, 0.7956014904007874], [0.7133706899265545, 7.254691357221042, 0.795603477364788], [-0.0012577556496892, -0.0011411582678315, 7.332967924511723]], 'coords': [[1.4034697027189182, 1.272032596044448, 1.5652500524145223], [6.598320297281082, 5.98037740395555, 7.358919947585478], [3.5236253055732796, 5.173380008155994, 1.8308003070813057], [5.2893235979457165, 0.9230646164913673, 3.701707090343064], [4.478164694426725, 2.079029991844006, 7.093369692918694], [6.7788310763122155, 4.252825075716441, 3.2639133340491493], [2.7124664020542775, 6.329345383508636, 5.2224629096569375], [1.2229589236877831, 2.999584924283559, 5.660256665950848], [3.2935636977053084, 2.1432366436394967, 1.1834074773838967], [5.7886481844543916, 6.647923998250367, 5.521511951264828], [7.092248143754292, 4.184776758134932, 6.354376363680028], [4.7082263022946895, 5.1091733563605, 7.7407625226161025], [1.1501855466279558, 6.846783170778852, 6.021382702811393], [2.053927192757718, 5.238154591911219, 3.8858384627932447], [6.851604453372045, 0.4056268292211467, 2.9027872971886075], [0.6135290600981065, 2.0909871455723934, 7.126470343747166], [2.768754843108345, 6.778854921057961, 1.3843085055297215], [0.9095418562457092, 3.067633241865069, 2.569793636319971], [2.213141815545609, 0.6044860017496366, 3.402658048735175], [4.727314464605802, 5.721794480895342, 3.119718421740884], [2.4321158732676023, 4.143724996232831, 6.4601432536648895], [5.947862807242281, 2.014255408088781, 5.038331537206756], [3.2744755353941977, 1.5306155191046604, 5.804451578259115], [5.569674126732396, 3.108685003767168, 2.4640267463351075], [5.233035156891654, 0.47355507894204263, 7.539861494470281], [7.388260939901894, 5.161422854427602, 1.7976996562528331]], 'elements': ['Sc', 'Sc', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [7.332968, 7.332967, 7.33297], 'angles': [83.7812, 83.7812, 83.7812], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",0.0,0.0,na,na,"{'p': [18.07, 18.83, 17.04], 'n': [3.64, 3.87, 3.34]}",20,na,na,1350,-3.44042,4.9342,4.964,4.8935,3.9961,4.0154,3.9704,na,0.0,na,na,na,411945,na,na,na,na,na,na,na,-367.9533333333334,434.22,929.0833333333334,243.25333333333333,6991.603333333333,1294.7333333333333,59362206666666.68,15416934666666.67,0.0,na,2D-bulk,[],<a href=https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-59073.xml target='_blank' >JVASP-59073</a>,bulk,na,148,trigonal,4.878,na,"['OPT-LOPTICS,JVASP-59073.zip,https://ndownloader.figshare.com/files/24860138', 'OPT-Bandst,JVASP-59073.zip,https://ndownloader.figshare.com/files/23971892', 'TBMBJ,JVASP-59073.zip,https://ndownloader.figshare.com/files/23688446', 'DFT-SCF,JVASP-59073.zip,https://ndownloader.figshare.com/files/23470610']",26,na,na,4.913,na,mp-30002,-I-O-Sc
JVASP-80721,160,R3m,YAgS2,-1.42632,OptB88vdW,1.7,"{'lattice_mat': [[-1.9827136304834168, 3.4341609683178294, -1.073846e-09], [-3.9654272609668335, 0.0, -0.0], [-1.9827136304834168, 1.1447206514994681, 6.952984220078629]], 'coords': [[-1.9827080199983722, 1.1447188552797536, 6.9473236794150806], [-5.9481385128221245, 3.4341599999999564, 3.1020954070102627], [-5.948139324950046, 3.4341611447199396, 5.543812484479807], [-1.9827105695194764, 1.1447188552803607, 1.6292929361148918]], 'elements': ['Y', 'Ag', 'S', 'S'], 'abc': [3.965425, 3.96543, 7.320209], 'angles': [74.2849, 74.2849, 60.0], 'cartesian': True, 'props': ['', '', '', '']}",14.4,0.0,na,"[[94.9, 39.5, 44.3, -0.0, 2.6, 0.0], [39.5, 94.9, 44.3, 0.0, -2.6, -0.0], [44.3, 44.3, 134.8, -0.0, -0.0, 0.0], [-0.0, 0.0, -0.0, 27.7, 0.0, 2.6], [2.6, -2.6, -0.0, 0.0, 13.3, -0.0], [0.0, -0.0, 0.0, 2.6, -0.0, 13.3]]","{'p': [0.9, 0.9, 0.83], 'n': [0.63, 0.63, 0.88]}",30,na,na,600,-3.55624,7.2033,7.2033,7.7272,6.1258,6.1186,6.5908,"[-15.35, -15.35, -12.69, -12.69, -0.03, 0.27, 0.27, 31.82, 31.82, 82.09, 140.35, 156.35, 172.86, 172.86, 174.35, 174.35, 222.31, 222.31, 223.24, 223.24, 251.04, 273.3, 328.95, 349.84]",0.0,na,0.7133333333333334,0.8766666666666666,,0.21986,15.876173095534355,283.11241848,7.19581067,276.28911265,1.44,0.03,-272.75666666666666,273.6066666666666,2926.626666666667,1773.4333333333332,38974.073333333334,24061.190000000002,217666506666666.72,143267426666666.78,0.033,na,3D-bulk,[],<a href=https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-80721.xml target='_blank' >JVASP-80721</a>,bulk,na,160,trigonal,4.576,0.35,"['DFPT,JVASP-80721.zip,https://ndownloader.figshare.com/files/22958276', 'OPT-LOPTICS,JVASP-80721.zip,https://ndownloader.figshare.com/files/25256351', 'OPT-Bandst,JVASP-80721.zip,https://ndownloader.figshare.com/files/24005717', 'TBMBJ,JVASP-80721.zip,https://ndownloader.figshare.com/files/23703782', 'DFT-SCF,JVASP-80721.zip,https://ndownloader.figshare.com/files/23503826']",4,64.53,23.96,2.411,na,mp-1096795,-Ag-S-Y
JVASP-22683,8,Cm,YAgSe2,-1.25167,OptB88vdW,0.62,"{'lattice_mat': [[6.56562576307413, 0.1370641866482832, 4.579784807697605], [3.0943370042191676, 4.098257812480142, 9.530984531500998], [-0.2602961608256559, 0.0274185803631121, 7.224084835832226]], 'coords': [[-0.12747980161783035, -0.032810995252735446, 0.09791884711400248], [6.438993817204324, 2.191667229139745, 8.29001052069119], [3.456667866491775, 0.5175566628233012, 9.600462186557541], [3.0950036333899558, 1.6091189172273033, 5.19872050620097], [4.216765794147253, 3.928093087411249, 14.434686501716028], [4.800474621819828, 0.12799800551800763, 7.033494067705965], [4.97794250580025, 2.439417860213765, 10.78199313551105], [7.824907950074545, 2.2179399653993914, 13.184321051623286]], 'elements': ['Y', 'Y', 'Ag', 'Ag', 'Se', 'Se', 'Se', 'Se'], 'abc': [8.006289, 10.826368, 7.22882], 'angles': [29.4348, 57.1676, 41.8885], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '']}",33.62,na,na,"[[109.5, 46.5, 21.1, 0.1, 4.4, -0.1], [46.5, 116.6, 31.3, 0.1, 1.2, 0.1], [21.1, 31.3, 64.0, -0.1, 0.9, -0.1], [0.1, 0.1, -0.1, 24.2, -0.1, -0.3], [4.4, 1.2, 0.9, -0.1, 17.6, -0.1], [-0.1, 0.1, -0.1, -0.3, -0.1, 17.4]]","{'p': [17.93, 0.48, 35.56], 'n': [0.41, 0.39, 0.38]}",20,na,na,700,-3.05578,10.0045,10.2544,9.4143,8.5239,8.709,8.1062,"[-0.12, -0.06, -0.03, 28.51, 34.49, 37.21, 50.1, 52.03, 60.41, 73.13, 80.66, 94.26, 102.65, 104.89, 126.74, 132.32, 136.56, 146.75, 157.66, 178.93, 179.03, 186.22, 194.69, 202.01]",na,84.655,na,na,,0.20184,6.760947401196702,23.81309434,10.18318355,13.62991079,201.94,-2.47,-205.4466666666667,228.05999999999997,1322.9233333333334,1777.8166666666668,32351.066666666666,35880.36666666667,125690925666666.7,144045064666666.62,0.0332,na,3D-bulk,"[['Y', 'a', '2.605', '5.291', '10.013', '5.291', '7.744', '0.344', '10.013', '0.344', '-10.349'], ['Ag', 'a', '7.015', '3.181', '-34.182', '3.181', '-22.158', '-7.203', '-34.182', '-7.203', '15.142'], ['Se', 'a', '37.093', '84.655', '15.135', '84.655', '19.944', '11.561', '15.135', '11.561', '-57.038']]",<a href=https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-22683.xml target='_blank' >JVASP-22683</a>,bulk,na,8,monoclinic,6.055,0.3,"['FD-ELAST,JVASP-22683.zip,https://ndownloader.figshare.com/files/23039042', 'DFPT,JVASP-22683.zip,https://ndownloader.figshare.com/files/22948859', 'OPT-LOPTICS,JVASP-22683.zip,https://ndownloader.figshare.com/files/24279818', 'OPT-Bandst,JVASP-22683.zip,https://ndownloader.figshare.com/files/23838218', 'TBMBJ,JVASP-22683.zip,https://ndownloader.figshare.com/files/23621129', 'DFT-SCF,JVASP-22683.zip,https://ndownloader.figshare.com/files/23286737']",8,54.21,24.59,1.21,na,mp-676284,-Ag-Se-Y
JVASP-25149,194,P6_3/mmc,Si,0.0143,OptB88vdW,0.56,"{'lattice_mat': [[3.7347335249811104, -1.0006263118544958, -0.0], [-1.0006263118544958, 3.7347335249811104, 0.0], [-0.0, 0.0, 6.400449647161337]], 'coords': [[2.1563306740217856, 0.5777693259782144, 3.2009054332649387], [-1.0005261620217916, 3.7346261620217915, 0.0006804332649390992], [2.1563306740217856, 0.5777693259782144, 5.593312866735031], [-1.0005261620217916, 3.7346261620217915, 2.3930878667350304]], 'elements': ['Si', 'Si', 'Si', 'Si'], 'abc': [3.866454, 3.866454, 6.40045], 'angles': [90.0, 90.0, 119.9975], 'cartesian': True, 'props': ['', '', '', '']}",33.43,0.0,na,"[[178.8, 48.5, 31.5, -0.0, -0.0, 0.0], [48.5, 178.8, 31.5, 0.0, 0.0, -0.0], [31.5, 31.5, 204.3, 0.0, -0.0, -0.0], [-0.0, 0.0, 0.0, 65.2, 0.0, 0.0], [0.0, 0.0, -0.0, 0.0, 48.2, -0.0], [0.0, -0.0, -0.0, -0.0, -0.0, 48.2]]","{'p': 'na', 'n': 'na'}",65,na,na,500,-4.15476,13.0561,13.0561,13.9534,10.4882,10.4882,11.1231,"[-0.0, -0.0, 0.0, 103.01, 103.01, 371.42, 398.64, 474.37, 474.37, 494.24, 494.24, 495.35]",0.0,na,na,na,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.0,na,3D-bulk,[],<a href=https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-25149.xml target='_blank' >JVASP-25149</a>,bulk,na,194,hexagonal,2.251,0.22,"['FD-ELAST,JVASP-25149.zip,https://ndownloader.figshare.com/files/23048606', 'DFPT,JVASP-25149.zip,https://ndownloader.figshare.com/files/22949204', 'OPT-LOPTICS,JVASP-25149.zip,https://ndownloader.figshare.com/files/24277370', 'OPT-Bandst,JVASP-25149.zip,https://ndownloader.figshare.com/files/23841023', 'TBMBJ,JVASP-25149.zip,https://ndownloader.figshare.com/files/23635406', 'DFT-SCF,JVASP-25149.zip,https://ndownloader.figshare.com/files/23289332']",4,87.21,62.35,1.106,na,mp-165,-Si
JVASP-57444,180,P6_222,LiAlSiO4,-2.96242,OptB88vdW,4.801,"{'lattice_mat': [[2.6729916374472222, -4.629757658451942, 0.0], [2.6729916374472222, 4.629757658451942, -0.0], [0.0, 0.0, 11.089733067496041]], 'coords': [[0.0, 0.0, 9.241437970090034], [0.0, 0.0, 1.8482920299099643], [0.0, 0.0, 5.544865], [2.67299, 0.0, 9.241437970090034], [1.336495, 2.31488, 1.8482920299099643], [1.336495, -2.31488, 5.544865], [1.336495, 2.31488, 7.393157029909964], [1.336495, -2.31488, 0.0], [2.67299, 0.0, 3.6965729700900356], [2.7506252937548, 2.7857821527504747, 0.9382597355920896], [1.6357474054138246, 0.8547547069583534, 2.7583132344979444], [1.5581121116590249, -0.9892231402911715, 10.151470264407909], [1.5581121116590249, 0.9892231402911714, 8.331416765502054], [3.787867888340974, -0.9892231402911734, 8.331416765502054], [3.710232594586175, 0.8547547069583525, 4.634832705682047], [1.6357474054138248, -0.8547547069583534, 4.634832705682047], [2.5953547062452, 2.7857821527504756, 6.454897294317952], [2.7506252937548, -2.7857821527504747, 6.454897294317952], [2.5953547062452005, -2.7857821527504756, 0.9382597355920896], [3.710232594586175, -0.8547547069583525, 2.7583132344979444], [3.7878678883409744, 0.9892231402911734, 10.151470264407909]], 'elements': ['Li', 'Li', 'Li', 'Al', 'Al', 'Al', 'Si', 'Si', 'Si', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.345985, 5.345985, 11.08973], 'angles': [90.0, 90.0, 120.0001], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",5.84,0.0,na,"[[184.8, 89.2, 104.7, 0.0, 0.0, -0.0], [89.2, 184.8, 104.7, -0.0, 0.0, 0.0], [104.7, 104.7, 145.2, -0.0, 0.0, -0.0], [0.0, -0.0, -0.0, 47.8, 0.0, -0.0], [-0.0, 0.0, 0.0, 0.0, 45.7, -0.0], [-0.0, 0.0, -0.0, 0.0, -0.0, 45.7]]","{'p': 'na', 'n': 'na'}",20,na,na,1350,-5.84416,2.4524,2.4524,2.418,na,na,na,"[-12.3, -0.3, -0.3, -0.05, 55.13, 55.13, 67.13, 111.55, 111.55, 171.46, 187.49, 187.49, 202.61, 202.61, 204.54, 235.28, 246.22, 249.55, 249.55, 280.72, 280.72, 297.74, 297.74, 325.38, 332.62, 344.61, 363.9, 363.9, 372.72, 372.72, 380.52, 421.91, 421.91, 426.02, 452.86, 452.86, 461.19, 462.26, 462.26, 480.43, 494.37, 494.37, 579.06, 579.06, 628.33, 640.88, 671.91, 671.91, 731.61, 731.61, 745.45, 945.84, 963.37, 969.92, 969.92, 1016.08, 1019.01, 1019.01, 1029.13, 1029.13, 1037.47, 1082.11, 1082.11]",0.0,na,na,na,38167,0.04417,0.9665207877461707,5.75440389,2.40841341,3.37454092,3.03,0.0,-119.67999999999999,353.01,857.19,628.3000000000001,58427.930000000015,5187.906666666667,122473909666666.67,41070295000000.01,0.0241,na,intercalated ion,[],<a href=https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-57444.xml target='_blank' >JVASP-57444</a>,bulk,na,180,hexagonal,2.287,0.35,"['FD-ELAST,JVASP-57444.zip,https://ndownloader.figshare.com/files/23068727', 'DFPT,JVASP-57444.zip,https://ndownloader.figshare.com/files/22957475', 'OPT-LOPTICS,JVASP-57444.zip,https://ndownloader.figshare.com/files/24841292', 'OPT-Bandst,JVASP-57444.zip,https://ndownloader.figshare.com/files/23971262', 'TBMBJ,JVASP-57444.zip,https://ndownloader.figshare.com/files/23691689', 'DFT-SCF,JVASP-57444.zip,https://ndownloader.figshare.com/files/23444849']",21,123.56,42.25,na,na,mp-558713,-Al-Li-O-Si
JVASP-54641,216,F-43m,TiNiSn,0.11244,OptB88vdW,0.012,"{'lattice_mat': [[3.749690137455332, 1.00063604306e-05, 2.1648941810141977], [1.2499097410165492, 3.5352319247167325, 2.164889333108506], [1.2480004049e-05, 2.4068174705e-06, 4.329766728257392]], 'coords': [[3.7496966302717305, 8.975936723581244e-06, 6.494654806463259], [2.499812286888297, 1.7676227211812188, 4.32978411448811], [1.249898582839999, 0.8838083028820574, 2.164883579048647]], 'elements': ['Ti', 'Ni', 'Sn'], 'abc': [4.329772, 4.329766, 4.32977], 'angles': [59.9998, 59.9998, 59.9996], 'cartesian': True, 'props': ['', '', '']}",5.84,0.0,0.014,"[[100.9, 95.9, 95.9, 0.0, 0.0, -0.0], [95.9, 100.9, 95.9, 0.0, 0.0, -0.0], [95.9, 95.9, 100.9, -0.0, 0.0, -0.0], [0.0, 0.0, -0.0, -37.1, 0.0, -0.0], [0.0, 0.0, 0.0, 0.0, -37.1, -0.0], [-0.0, -0.0, -0.0, -0.0, -0.0, -37.1]]","{'p': 'na', 'n': 'na'}",30,0.532,0.554,650,-2.23146,55.3433,55.3432,55.3425,54.7413,54.7411,54.7404,"[-75.92, -0.26, -0.26, 106.09, 125.56, 136.98, 166.74, 210.57, 252.67, 263.79]",0.0,na,na,na,105368,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.6595,na,3D-bulk,[],<a href=https://www.ctcms.nist.gov/~knc6/static/JARVIS-DFT/JVASP-54641.xml target='_blank' >JVASP-54641</a>,bulk,na,216,cubic,6.517,0.54,"['FD-ELAST,JVASP-54641.zip,https://ndownloader.figshare.com/files/23067383', 'OPT-LOPTICS,JVASP-54641.zip,https://ndownloader.figshare.com/files/24840485', 'OPT-Bandst,JVASP-54641.zip,https://ndownloader.figshare.com/files/23965940', 'TBMBJ,JVASP-54641.zip,https://ndownloader.figshare.com/files/23667269']",3,97.57,-21.26,0.014,na,mp-623646,-Ni-Sn-Ti
