MagpieData avg_dev Number,MagpieData avg_dev AtomicWeight,MagpieData mean NValence,MagpieData avg_dev MeltingT,MagpieData mean MeltingT,MagpieData avg_dev CovalentRadius,MagpieData avg_dev SpaceGroupNumber,MagpieData avg_dev GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev NdValence,MagpieData avg_dev MendeleevNumber,HOMO_energy,MagpieData avg_dev Electronegativity,gllbsc_gap
13.0,30.831236,6.5,734.8325,789.6325,45.75,98.75,5.088749999999999,14.19375,3.625,25.75,-0.298706,0.8975,3.60425101929
21.333333333333332,53.92337777777777,4.666666666666667,420.0888888888889,369.8666666666666,66.22222222222223,96.44444444444446,24.215555555555557,27.26666666666667,0.0,34.666666666666664,-0.338381,1.1333333333333333,5.561189562
2.4,5.271426528000001,4.8,421.7616,406.26800000000003,26.4,102.24000000000001,3.5400000000000005,12.055000000000001,0.0,6.719999999999999,-0.338381,0.8783999999999998,9.29003089908
16.840000000000003,41.8450476,5.8,516.144,484.91999999999996,49.32,91.08,9.9924,17.432,1.7600000000000002,22.9,-0.338381,0.9888,7.17326004372
4.32,8.657064,3.2,385.024,1017.36,42.0,68.32,11.0388,28.570999999999998,0.0,36.239999999999995,-0.153293,0.8016,1.05190007519
10.16,24.926304,4.8,890.1360000000001,796.58,37.440000000000005,84.84,10.0858,14.9255,0.36,18.32,-0.338381,0.8699999999999999,4.57959943141
7.6,18.529332,5.8,736.6272000000001,645.288,22.240000000000002,74.28,6.229,12.515,1.8,6.719999999999999,-0.338381,0.7691999999999999,6.29199881256
3.0617283950617287,5.6669728395061725,3.5555555555555554,318.7911111111111,413.44,28.938271604938272,106.96296296296296,4.077860082291357,13.692592592577777,0.0,41.58024691358025,-0.338381,1.1239506172839506,8.59369116987
2.75,5.275006769999999,4.0,72.586875,331.22375,32.0625,86.34375,4.37905691964375,24.5957328868875,0.0,39.75,-0.261676,0.8174999999999999,5.44958316535
16.444444444444446,40.95293333333333,7.0,307.64444444444445,285.53333333333336,45.11111111111111,60.166666666666664,15.844444444444447,20.988333333333333,2.777777777777778,21.777777777777782,-0.338381,0.7644444444444444,6.73953187418
15.0625,35.750071875,7.75,504.1284375,514.44875,43.5,99.625,13.547812500006248,20.5452083333375,4.6875,19.71875,-0.298706,0.8625,1.64599916733
36.0,92.2953,16.0,89.75999999999999,144.56,33.0,77.0,8.06629310345,17.17129310345,5.0,8.0,-0.338381,0.72,2.44005584084
8.0,19.482943999999996,7.2,313.776,316.28000000000003,30.96,58.08,7.343999999999999,15.225,3.2,6.240000000000004,-0.338381,0.7248,6.31725068885
21.983471074380166,54.743258181818184,7.636363636363637,978.9355371900826,823.9636363636364,53.91735537190082,99.50413223140495,12.829586776859504,18.948636363636364,0.8925619834710744,27.305785123966942,-0.338381,1.0251239669421488,4.77697927763
29.553719008264466,74.51912727272726,12.727272727272727,284.04743801652893,288.2245454545455,34.71074380165289,82.21487603305785,7.743248788829752,16.202978056427273,4.958677685950414,7.966942148760331,-0.298706,0.7160330578512397,2.16822752034
23.04,57.66121559999999,6.2,824.376,741.78,63.120000000000005,99.96,17.971300000000003,23.2295,0.64,32.4,-0.338381,1.1111999999999997,6.13328654927
18.08,44.426336,6.2,731.3106,634.1490000000001,48.6,99.0,13.918466666668,19.433833333329996,0.9,33.239999999999995,-0.338381,1.0776,3.25994548139
26.14876033057851,66.04220462809919,7.636363636363637,830.6049586776859,707.4181818181819,57.85123966942149,84.23140495867769,9.461570247933883,16.53909090909091,0.6942148760330579,26.84297520661157,-0.338381,1.036694214876033,7.66763509551
7.0,17.02763333333333,7.0,290.5333333333333,272.7,28.666666666666668,50.444444444444436,6.8,14.205,2.777777777777778,5.388888888888886,-0.338381,0.6711111111111109,5.71025509372
2.0,4.1528,4.0,434.1,488.9,37.5,91.0,6.8925,15.9975,0.0,9.5,-0.338381,1.065,8.12314062355
17.28,40.5061872,6.8,930.0792000000001,829.866,42.480000000000004,103.2,3.911999999999999,12.365,3.3599999999999994,14.88,-0.298706,0.8039999999999999,3.07536100723
7.833333333333333,18.769743166666665,4.666666666666667,701.9444444444443,656.4666666666667,29.069444444444446,98.29166666666667,9.745625000000002,15.332083333333335,0.0,13.999999999999998,-0.338381,0.9109722222222222,9.36147025455
31.111111111111114,79.59315555555555,12.0,882.9333333333334,717.0,31.11111111111111,94.66666666666667,2.628888888888889,11.076666666666668,4.0,10.666666666666666,-0.273634,0.5155555555555557,1.08860761966
16.080000000000002,38.62899,5.8,550.0296000000001,513.158,54.6,91.44000000000001,16.315800000000003,22.7015,1.78,32.5,-0.338381,1.0308,6.59613802653
16.333333333333332,40.69092178333334,6.666666666666667,427.82638888888886,421.5083333333334,39.375,92.45833333333333,11.80979166666667,18.617083333333337,2.777777777777778,13.083333333333336,-0.338381,0.8740277777777777,5.57978223518
13.6,32.4246,4.8,783.8464,819.192,53.279999999999994,78.08,10.1123,21.745375000000003,0.4800000000000001,36.160000000000004,-0.261676,0.9280000000000002,5.62649630883
0.0,0.0,6.0,0.0,54.8,0.0,0.0,0.0,9.105,0.0,0.0,-0.338381,0.0,2.11251709215
25.2,63.66116999999999,6.2,751.6560000000001,681.1800000000001,65.16,99.96,18.605850000000004,23.682750000000002,0.64,32.279999999999994,-0.338381,1.1256,6.10674884473
6.0,13.010900000000001,4.0,492.6411111111111,463.07666666666665,61.333333333333336,102.66666666666667,27.60240740742222,31.703055555566664,0.5555555555555556,35.333333333333336,-0.338381,1.1900000000000002,5.91155840763
7.061728395061729,16.19237037037037,5.555555555555555,486.5195061728395,481.53111111111116,33.58024691358025,102.34567901234567,4.501440329209876,13.15629629628889,2.074074074074074,31.407407407407405,-0.338381,1.0185185185185184,6.05565719218
6.583333333333333,15.980141666666663,5.666666666666667,994.1844444444445,856.7233333333334,14.097222222222221,72.43055555555556,3.8015277777777765,10.475833333333332,1.527777777777778,6.513888888888888,-0.338381,0.6883333333333334,5.80361301482
24.0,60.663799999999995,4.0,472.6,527.4,74.5,108.5,27.2425,36.347500000000004,0.0,39.0,-0.338381,1.275,4.85130534027
12.960000000000003,30.787008000000004,6.8,582.1488,539.9240000000001,41.28,87.35999999999999,4.314,12.7,3.04,14.64,-0.338381,0.876,5.09871907728
13.632653061224488,35.30519183673469,6.285714285714286,242.3983673469388,903.1942857142857,30.04081632653061,54.04081632653061,6.707755102040819,31.900714285714287,4.081632653061225,38.53061224489796,-0.185623,0.7412244897959183,2.22360073419
3.0,5.6499714375,4.0,182.39625,237.19625,28.375,102.65625,4.491279761887499,13.5962797618875,0.0,39.9375,-0.338381,1.07875,9.86335126786
13.469387755102039,32.097404081632654,4.857142857142857,125.03142857142856,200.67000000000002,68.57142857142857,99.91836734693878,38.781734693877546,45.47714285714286,2.4489795918367347,39.06122448979592,-0.338381,1.1620408163265306,5.89803535988
33.09090909090909,85.03403305785125,13.090909090909092,580.5487603305785,510.9454545454546,34.4793388429752,91.40495867768595,5.488925619834711,13.417727272727273,4.396694214876033,8.099173553719007,-0.273634,0.6895867768595042,1.33236140957
24.297520661157023,60.51183669421487,9.454545454545455,790.0085950413223,577.4763636363637,37.950413223140494,85.8512396694215,5.833160444571901,13.688197492163635,3.2396694214876036,12.958677685950414,-0.338381,0.75900826446281,1.90187132992
17.28,42.712368,6.8,504.43199999999996,475.16,48.72,103.2,16.4124,22.782,3.2,24.32,-0.338381,0.9551999999999999,6.72184139324
11.52,26.674208,7.2,576.1824,775.028,41.760000000000005,102.24,14.125600000000002,18.916000000000004,4.8,21.6,-0.202272,0.8911999999999999,3.33546358879
12.888888888888891,30.874844444444438,2.6666666666666665,114.51555555555557,226.5733333333333,68.44444444444444,96.44444444444446,36.27444444444445,63.51666666666666,0.0,36.888888888888886,-0.338381,1.1644444444444444,4.89169575684
27.428571428571427,70.71937959183673,12.857142857142858,268.5942857142857,271.32,30.36734693877551,85.0612244897959,7.537171006334694,15.700024630542858,4.8979591836734695,6.530612244897958,-0.338381,0.703673469387755,2.235869703
18.545454545454547,47.483607272727276,7.636363636363637,993.9768595041322,835.7818181818183,49.5206611570248,99.50413223140495,8.719338842975207,15.95590909090909,0.8925619834710744,27.53719008264463,-0.338381,1.0135537190082644,4.12025614596
17.0,42.4670021375,4.0,298.65250000000003,336.16499999999996,59.875,107.5,39.075625,37.61375,0.0,29.0,-0.338381,1.1199999999999999,7.91176234902
10.25,24.677882675,4.0,297.29375000000005,338.8825,52.25,107.5,29.684687499999995,31.353125,0.0,29.375,-0.338381,1.1125,7.06160730205
18.612244897959183,44.11817142857143,7.714285714285714,846.6595918367348,755.3457142857143,37.55102040816327,99.26530612244899,3.1771428571428575,11.885000000000002,4.244897959183674,11.918367346938776,-0.239422,0.6644897959183674,1.9595997496
14.5,33.7220875,5.5,768.46375,700.0725,34.5,107.5,3.0058333333249996,12.110833333325001,3.0,28.75,-0.239422,0.905,2.58794543406
14.5,33.613175,8.0,871.2925,926.0925,35.5,106.5,1.625,10.73,4.5,12.75,-0.202272,0.675,1.79525996737
8.568047337278106,20.33327100591716,6.461538461538462,486.4773964497041,420.6323076923076,31.337278106508872,72.40236686390533,8.265088757396448,15.820384615384615,2.603550295857988,11.786982248520713,-0.338381,0.8359763313609468,7.26310783917
17.77777777777778,45.2089034111111,7.666666666666667,914.1933333333333,740.445,35.333333333333336,95.55555555555554,3.6422222222222227,11.836666666666668,0.8333333333333334,11.777777777777777,-0.338381,0.8377777777777776,6.32321945061
10.416666666666666,25.071811499999995,4.666666666666667,197.8977777777778,224.42666666666665,51.208333333333336,81.70833333333333,24.9228968254,28.712539682533333,0.0,30.291666666666668,-0.338381,0.9945833333333334,8.90459565592
14.916666666666666,36.931224475,4.666666666666667,195.78416666666666,222.61499999999998,57.208333333333336,81.70833333333333,31.183521825400003,32.88628968253334,0.0,30.041666666666668,-0.338381,1.0004166666666665,9.00497869776
13.4375,31.764693749999996,5.25,243.67624999999998,298.47624999999994,52.875,100.625,29.321666666668747,32.0791666666625,2.1875,39.09375,-0.338381,1.12,7.14069873189
2.4615384615384617,5.194369136094675,4.923076923076923,296.29349112426036,295.53846153846155,29.065088757396445,65.32544378698225,6.4648971541207105,14.357728937723078,0.0,6.461538461538462,-0.338381,0.8416568047337277,9.22140182364
14.240362811791382,35.27728169795918,7.333333333333333,578.8380952380952,513.6800000000001,42.44897959183673,101.82312925170068,8.078548752827212,16.17373015872381,2.467120181405896,28.19047619047619,-0.338381,1.0127891156462585,7.13891867365
2.567901234567901,5.90904465382716,3.5555555555555554,341.3659259259259,404.8533333333333,48.79012345679012,103.70370370370371,9.195720164592593,18.898148148133334,0.3950617283950617,37.92592592592593,-0.338381,1.1792592592592592,7.30167283638
13.0,32.19566388333333,5.333333333333333,1033.2283333333335,723.315,50.388888888888886,87.66666666666667,29.71986111111111,26.605416666666667,0.0,23.222222222222218,-0.338381,0.9666666666666668,11.3771378741
9.39917695473251,23.509399176954734,3.7037037037037037,408.40471879286696,533.2681481481482,27.654320987654323,24.543209876543212,1.1660082304395047,15.888456790103705,0.4115226337448559,36.34567901234568,-0.266297,0.9096296296296296,5.96200604795
13.591836734693876,32.68058711020408,3.4285714285714284,202.2428571428571,290.75,68.6938775510204,105.79591836734694,39.07285714285714,45.1375,0.0,38.93877551020408,-0.338381,1.186530612244898,6.3783592099
9.419999999999998,21.312538800000006,4.8,929.2702499999999,730.6595,48.27,96.6,15.9700250000085,19.873250000005,1.02,25.139999999999997,-0.338381,0.9707999999999999,3.81779755209
5.693761814744802,12.903613769376182,4.956521739130435,461.8834026465028,497.4382608695652,38.20037807183365,102.9867674858223,8.712589792058223,17.129710144926086,0.831758034026465,21.761814744801516,-0.286883,1.0017391304347825,6.32897532997
11.387755102040815,28.304047648979594,4.571428571428571,347.8330612244898,342.58428571428567,42.244897959183675,82.24489795918369,25.62080660835918,26.092176870742858,0.0,20.489795918367346,-0.338381,0.9420408163265305,9.27439762231
2.75,5.8611994375,5.5,164.8453125,174.6875,20.5390625,21.640625,5.813324032724999,13.3328720238,0.0,3.0078125,-0.338381,0.612734375,8.88114551718
4.296875,9.39108225,6.125,145.0521875,160.29250000000002,18.90625,21.640625,5.045902157725,12.7747470238,1.171875,2.921875,-0.338381,0.583515625,8.16830634625
17.370370370370367,43.285925925925916,4.888888888888889,839.6891358024691,778.0811111111111,52.888888888888886,102.59259259259258,18.772016460906173,21.35296296296111,1.0493827160493825,30.61111111111111,-0.202272,0.9864197530864198,2.01018708905
31.875,82.780996875,15.0,325.225,380.025,36.25,87.5,8.310625,17.415625,5.0,4.875,-0.28502,0.8399999999999999,4.92196468061
14.125,34.98683191875,6.75,808.4484375,701.55875,42.03125,100.46875,7.039843750000001,14.736875000000001,0.65625,21.4375,-0.338381,0.9703125,6.30131783356
12.0,28.282655999999996,9.6,496.896,468.88,25.44,73.92,6.2736,14.333000000000002,4.8,1.4400000000000006,-0.338381,0.6047999999999999,5.93545520455
5.25,12.130476316666668,4.666666666666667,713.5080555555555,666.3783333333334,28.375,92.06944444444446,7.645416666666666,13.772499999999999,0.0,13.319444444444445,-0.338381,0.8701388888888889,9.07786505769
13.469387755102039,31.390604081632652,5.714285714285714,1100.0816326530614,824.8571428571429,40.0,88.57142857142857,3.7040816326530615,11.697857142857144,1.6326530612244896,16.3265306122449,-0.338381,0.7510204081632653,4.05586187182
1.7600000000000002,3.2698068336000006,4.0,814.8956000000001,727.174,30.04,92.4,6.647466666656001,12.624666666660001,0.0,25.2,-0.338381,0.9689999999999998,9.00409513168
9.5,23.091124999999995,8.0,272.90625,273.125,28.59375,39.6875,7.4085937500000005,15.031875000000001,3.75,4.28125,-0.338381,0.6109375,4.82605413672
2.5454545454545454,5.544605341487604,5.090909090909091,198.97818181818184,211.14,27.421487603305785,64.62809917355372,6.299283746543802,14.054437229427275,0.0,14.462809917355374,-0.338381,0.7914049586776859,9.17457992776
4.152249134948097,8.811888498269894,5.647058823529412,375.2869204152249,320.62823529411764,26.989619377162633,44.67820069204152,6.3367993079584775,13.593566176470588,0.20761245674740483,15.820069204152249,-0.338381,0.5597231833910035,7.88115317269
1.7851239669421488,3.1484628099173553,4.363636363636363,960.3690495867769,838.8486363636363,15.47107438016529,85.73553719008265,1.9314772727194212,9.511249999995455,0.0,18.954545454545453,-0.338381,0.851900826446281,10.0215479754
15.306122448979593,39.12386040816327,6.9523809523809526,921.9684807256237,712.6661904761904,47.93197278911565,102.11337868480726,14.997482993205441,20.61547619048095,0.7346938775510204,24.612244897959187,-0.338381,0.9881179138321996,5.07234314445
9.916666666666666,22.818405555555557,6.333333333333333,524.8225000000001,467.2883333333334,47.73611111111111,101.30555555555554,16.614629629638888,23.26277777778333,2.75,25.708333333333332,-0.338381,0.992638888888889,7.13775139288
17.333333333333332,41.116366666666664,9.333333333333334,475.70222222222225,521.3766666666667,35.333333333333336,94.44444444444446,5.2108333333333325,14.315833333333332,5.0,10.0,-0.298706,0.6516666666666667,3.2763825992
12.326530612244897,30.285060179591834,5.714285714285714,578.2612244897958,458.54285714285714,52.53061224489796,80.44897959183673,12.93530612244898,18.31642857142857,0.4897959183673469,26.857142857142858,-0.338381,1.0844897959183675,5.68452680248
6.326530612244897,14.540020122448981,6.0,397.41387755102045,402.5371428571429,27.918367346938776,104.9795918367347,4.6960544217632645,13.214047619042857,2.4489795918367347,20.16326530612245,-0.338381,0.9338775510204081,6.08581657103
3.3600000000000003,7.4284330704,4.8,315.30825000000004,317.50550000000004,37.86,76.875,7.62424285713,15.458535714275001,0.18000000000000002,30.225,-0.338381,0.9263999999999999,8.265194809
7.834319526627218,18.577656804733728,4.3076923076923075,952.5907692307693,800.0400000000001,38.390532544378694,86.98224852071007,21.43248520710059,21.06692307692308,0.0,20.189349112426036,-0.338381,0.8979881656804733,9.15039566769
17.108863771564547,43.48892121356335,4.878048780487805,328.6636525877454,331.8868292682927,51.56454491374182,80.30933967876264,18.985425979437,24.771422038321955,0.0,28.494943486020226,-0.338381,0.9668530636525877,6.93446547641
16.695109261186264,40.52708403746098,6.193548387096774,847.7496774193548,680.52,45.015608740894905,88.10822060353799,9.384953173774402,16.031989247309678,2.1061394380853278,19.055150884495315,-0.338381,0.8225182101977108,4.0582451872
21.306122448979597,53.925061224489795,6.571428571428571,383.0804081632653,352.75142857142856,54.275510204081634,85.5,19.723928571422448,24.445833333328572,2.4489795918367347,26.44897959183674,-0.338381,0.948673469387755,4.78674018775
4.8979591836734695,10.465464163265308,4.571428571428571,255.4604081632653,278.32785714285717,49.204081632653065,85.81632653061226,20.3252405247949,25.681105442178573,0.13265306122448978,33.142857142857146,-0.338381,1.0155102040816326,7.78023129236
8.653061224489797,19.751616326530613,4.9523809523809526,804.4174603174603,635.5233333333333,46.870748299319736,102.11337868480726,14.995034013613603,20.62404761905238,0.9795918367346937,24.816326530612244,-0.338381,0.9704308390022676,4.04988362085
11.987654320987653,28.14813338271605,5.777777777777778,566.6348148148148,428.09555555555556,54.29012345679012,77.53086419753087,16.267993827160492,20.92361111111111,0.5555555555555556,25.89506172839506,-0.338381,1.128456790123457,9.14382286031
11.735537190082646,28.410534743801648,7.090909090909091,147.5090909090909,170.7,27.074380165289256,38.446280991735534,6.622865013765289,14.308679653672728,2.975206611570248,3.7024793388429744,-0.338381,0.6733884297520661,5.59801042731
11.555555555555555,26.354453333333332,5.333333333333333,955.6444444444444,771.5333333333333,45.333333333333336,95.85185185185186,6.935555555555555,14.306666666666665,1.382716049382716,23.703703703703702,-0.338381,0.9066666666666667,5.65994132095
7.308641975308642,17.108287761882718,4.666666666666667,264.5878395061728,349.46888888888884,35.50617283950617,106.76543209876543,8.512376543210495,17.78652777776389,1.9753086419753088,41.46296296296296,-0.338381,1.1214814814814815,7.24872824788
4.8,12.346128,5.2,346.976,922.24,39.839999999999996,68.16,10.423200000000003,29.083999999999996,3.2,36.48,-0.149882,0.828,1.00993713434
6.710743801652894,15.145074012855833,3.393939393939394,329.2674747474748,429.5733333333333,37.770431588613405,103.30945821854912,7.793333333341047,17.441666666654545,0.33057851239669417,39.04499540863177,-0.338381,1.1829935720844809,7.88395744579
3.419753086419753,7.338820709135803,3.5555555555555554,319.4686419753086,402.61527777777775,34.02469135802469,106.96296296296296,6.986959876543828,16.80590277776389,0.0,41.39506172839506,-0.338381,1.131604938271605,8.56210431892
12.805555555555557,32.711819444444444,7.166666666666667,331.7161111111111,625.0366666666666,30.333333333333332,77.1388888888889,11.447326388888891,29.24802083333334,3.75,21.33333333333333,-0.261676,0.5895833333333333,3.81189989132
19.691358024691358,49.156614864197536,8.11111111111111,671.6348148148148,491.0955555555555,54.29012345679012,77.53086419753087,16.028456790123457,20.757777777777775,0.5555555555555556,25.654320987654323,-0.338381,1.135679012345679,9.99350686054
5.875,12.657306249999998,5.25,383.48249999999996,438.28249999999997,28.125,103.875,3.8958333333249997,13.000833333325,2.1875,30.5625,-0.338381,1.03125,6.74541410979
19.049382716049383,47.23333708641975,8.666666666666666,583.395061728395,457.4888888888888,42.25308641975309,71.91358024691358,6.026481481481482,13.833333333333334,2.0864197530864197,14.339506172839505,-0.28502,1.0000617283950617,7.08935192289
7.5,17.667743754000004,5.8,149.1366,179.0805,34.5,68.625,7.86724285713,15.661035714275002,1.8,21.134999999999998,-0.338381,0.876,6.02454099014
10.186666666666667,24.808834666666662,5.466666666666667,504.4835555555556,445.61333333333334,41.28,96.64,19.08413333333333,23.86633333333333,1.2444444444444445,18.577777777777772,-0.338381,0.9072,6.90304497602
12.638888888888891,29.740569444444446,7.166666666666667,480.4216666666667,466.59,41.02777777777778,100.52777777777779,12.846944444444441,19.34708333333333,3.75,21.333333333333332,-0.338381,0.9362499999999999,5.99540535106
10.469958358120167,25.155583914336702,4.878048780487805,346.5101725163593,344.08195121951223,44.973230220107084,78.88161808447353,15.66848219596526,22.48849520905366,0.0,28.863771564544916,-0.338381,0.9497204045211184,7.23030518016
12.960000000000003,30.782687999999997,6.8,516.432,485.16,43.92,102.24000000000001,14.165999999999997,20.91,3.2,24.640000000000004,-0.338381,0.9408,6.51959146046
14.737777777777778,37.53080604444445,6.666666666666667,795.456,717.6800000000001,40.64,92.96000000000001,5.8536,13.983,0.6933333333333334,12.32,-0.338381,0.9919999999999999,6.82382422646
7.020408163265306,15.759733648979593,7.142857142857143,269.18571428571425,242.19,41.714285714285715,74.73469387755101,15.5321768707551,20.459523809528573,2.4489795918367347,21.428571428571427,-0.338381,0.9681632653061224,6.79372097201
9.9375,23.344379250000003,4.5,817.340625,781.325,44.34375,90.2109375,14.103515625,18.024218750000003,0.1171875,27.9375,-0.338381,0.966796875,8.11558768782
7.840000000000001,17.995991999999998,6.6,168.91559999999998,175.454,21.839999999999996,41.71999999999999,6.125524999999999,13.480374999999999,1.8,3.1,-0.338381,0.48579999999999995,7.05622361841
19.102040816326532,48.53484897959184,4.571428571428571,575.1183673469387,558.0285714285714,57.142857142857146,105.9591836734694,21.313469387755106,26.291428571428575,0.0,31.102040816326532,-0.338381,1.0840816326530613,8.4088322583
9.950413223140494,24.006485157024795,6.0,238.30314049586778,242.0381818181818,33.43801652892562,59.421487603305785,9.539146005500827,16.600043290036364,1.652892561983471,14.016528925619836,-0.338381,0.7798347107438016,6.53470348495
23.703703703703702,59.48408296296296,8.444444444444445,1106.014814814815,884.3111111111111,49.92592592592593,95.85185185185186,9.356296296296295,16.12222222222222,1.0370370370370372,23.259259259259256,-0.338381,0.9437037037037036,5.4036989117
4.5432098765432105,10.084643414938272,3.5555555555555554,320.5849382716049,401.3594444444444,35.53086419753086,106.96296296296296,9.964372427987037,18.719953703691665,0.0,41.333333333333336,-0.338381,1.1350617283950617,8.63770404641
8.64,19.372608000000003,6.8,532.0319999999999,498.16,39.36,102.24000000000001,10.2156,17.618000000000002,3.2,24.959999999999997,-0.338381,0.9288000000000001,6.542523098
22.51851851851852,56.189268148148145,9.555555555555555,1086.8404938271606,844.6088888888889,39.111111111111114,91.25925925925925,3.390370370370371,11.64777777777778,2.3703703703703702,14.222222222222221,-0.338381,0.84,5.1738673019
7.2,15.619508,4.2,160.6592,255.62399999999997,41.28,103.3,19.191833333348,25.12708333333,1.8,41.3,-0.338381,1.1400000000000001,6.79651923082
7.8125,17.5916875,6.25,641.09375,567.675,40.3125,95.0,7.8359375,15.373750000000001,2.25,22.75,-0.338381,0.9015625,5.18684315768
3.8842975206611574,9.161490142148761,4.545454545454546,216.16115702479337,292.5772727272727,45.70247933884298,102.39669421487605,9.401790633595041,19.446969696954547,1.652892561983471,41.90082644628099,-0.338381,1.1413223140495867,4.44341340063
15.142857142857142,37.71556228571428,4.571428571428571,239.24244897959184,264.13714285714286,58.48979591836735,89.38775510204083,26.676817298351022,30.47181972788572,0.0,32.53061224489796,-0.338381,1.0481632653061224,9.07212115057
7.653061224489797,17.571522995918368,6.0,166.50285714285715,200.49,50.53061224489796,88.40816326530613,20.27462585034694,26.660238095242853,2.4489795918367347,34.55102040816327,-0.338381,0.9918367346938776,6.90914945867
13.673469387755103,32.46582857142857,7.428571428571429,315.1738775510204,330.57714285714286,31.346938775510207,90.9387755102041,5.966258503395919,14.325476190471429,4.081632653061225,20.24489795918367,-0.338381,0.9061224489795919,4.62070888634
9.098765432098766,20.706114864197534,5.777777777777778,565.7433333333333,430.77,51.56172839506173,77.53086419753087,13.440761316877778,18.9662962963,0.5555555555555556,26.055555555555557,-0.338381,1.128456790123457,9.30228280403
3.0399999999999996,6.5602179648000005,4.8,136.1096,168.22466666666665,36.8,70.24,11.573923809512,18.74993650792667,0.0,26.773333333333333,-0.338381,0.9111999999999999,9.27344892011
19.666666666666668,48.67263333333333,5.666666666666667,421.37999999999994,476.18,60.0,102.66666666666667,23.676111111111112,28.075833333333335,2.777777777777778,32.666666666666664,-0.338381,1.1483333333333332,5.35824750307
1.5621301775147929,2.8722527128994075,4.3076923076923075,947.060828402367,809.0261538461539,24.33136094674556,86.98224852071007,5.426074950681658,11.608589743584616,0.0,20.71005917159763,-0.338381,0.8797633136094674,9.27453605408
7.836734693877552,18.108113306122448,4.571428571428571,251.33551020408163,274.7185714285714,50.93877551020408,88.57142857142857,21.171545189514283,26.618129251699997,0.0,32.93877551020408,-0.338381,1.0383673469387755,9.12948133375
30.88888888888889,80.18533333333333,12.666666666666666,488.43333333333334,543.2333333333333,42.0,91.0,7.199166666666667,16.304166666666667,4.222222222222222,11.0,-0.28502,0.9233333333333332,4.0600960229
14.122448979591837,33.50627755102041,6.285714285714286,885.6489795918367,829.7428571428571,42.775510204081634,104.3265306122449,6.649795918367348,14.495714285714287,3.2653061224489797,22.204081632653065,-0.239422,0.777142857142857,1.6537804913
6.790123456790123,15.124120987654322,4.666666666666667,262.701975308642,347.5777777777778,37.23456790123456,106.76543209876543,12.355102880669135,20.256851851844445,1.9753086419753088,41.4320987654321,-0.338381,1.1288888888888888,7.27584066031
10.0,22.842073469387753,7.428571428571429,338.28081632653056,350.79571428571427,27.918367346938776,90.28571428571429,4.149115646253061,12.735476190471429,4.081632653061225,20.9795918367347,-0.338381,0.8995918367346939,5.71129378908
14.84375,37.337482815625,5.0,1119.8421875000001,950.54375,44.09375,90.640625,14.119453125,17.040625,0.1171875,22.796875,-0.338381,0.8151562499999999,8.0454805704
6.326530612244897,14.17001224489796,6.0,394.2542857142857,380.4,26.612244897959183,83.91836734693878,4.665442176865306,13.187261904757142,2.4489795918367347,20.16326530612245,-0.338381,0.9191836734693878,7.26409875957
